id;flight_number;origin_airport_id;destination_airport_id;sched_aircraft_type_id;act_aircraft_type_id;scheduled_depart_day;scheduled_depart_hour;scheduled_arrival_day;scheduled_arrival_hour;distance;actual_distance;actual_arival_day;actual_arrival_hour;planned_first_passengers;planned_business_passengers;planned_premium_economy_passengers;planned_economy_passengers;actual_first_passengers;actual_business_passengers;actual_premium_economy_passengers;actual_economy_passengers
09ed000c-4efd-4edb-84f7-1fe3a4ef65ad;AB1256;381fada9-f9a0-4ee4-a994-228b88e53d35;410e69cb-e4d1-4a43-8577-bbd50a7730de;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;22;15;22;21;4807;4807;22;21;12;11;29;77;13;11;31;72
2399efe1-98b1-47d2-b245-e9fa57f32db2;AB1256;381fada9-f9a0-4ee4-a994-228b88e53d35;410e69cb-e4d1-4a43-8577-bbd50a7730de;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;23;15;23;21;4807;4807;23;21;2;25;23;28;2;25;22;24
57041c64-ce8d-45d8-aace-56881ff5191c;AB1256;381fada9-f9a0-4ee4-a994-228b88e53d35;410e69cb-e4d1-4a43-8577-bbd50a7730de;6f8c4d73-5e4d-48dc-9396-51000e68a562;7e61f470-91fe-40e5-9926-9ec7849506dd;25;15;25;21;4807;5052;25;23;3;7;9;44;3;7;8;40
e7a1356f-63f4-4b46-823e-02421869fba1;AB1256;381fada9-f9a0-4ee4-a994-228b88e53d35;410e69cb-e4d1-4a43-8577-bbd50a7730de;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;26;15;26;21;4807;4807;26;21;2;42;4;217;2;44;4;217
a89f21e6-440a-4bb4-a2cd-b198ad39b53e;AB1256;381fada9-f9a0-4ee4-a994-228b88e53d35;410e69cb-e4d1-4a43-8577-bbd50a7730de;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;29;15;29;21;4807;4807;29;21;20;6;3;78;20;6;3;75
3e9e5986-14ea-4629-aff3-3b10864031e2;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;1;23;2;0;541;541;2;0;7;30;5;19;7;30;6;17
5de38d73-29aa-4d31-a817-b3dad097200f;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;2;23;3;0;541;555;3;2;3;27;10;37;3;27;10;41
12694dbc-1d5f-4c90-ab74-6d7617da8d77;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;6f8c4d73-5e4d-48dc-9396-51000e68a562;4;23;5;0;541;541;5;0;0;16;11;131;0;16;12;155
7dfd41cd-be18-4592-a48a-8a8942764bab;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;5;23;6;0;541;541;6;0;2;6;13;60;2;6;15;54
e53010dc-2120-4e67-b630-0d73a4b151bb;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;8;23;9;0;541;541;9;0;1;21;2;31;1;21;2;34
bd1bffb7-bfc7-4533-a47d-2bdcd18771d9;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;9;23;10;0;541;541;10;0;3;43;18;107;3;43;20;105
6c90a92d-478a-4aa9-a392-6b6e1ae7be96;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;11;23;12;0;541;541;12;0;10;15;24;151;10;15;22;129
c0a2eb69-bba0-488c-826f-2dd46a7548c1;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;12;23;13;0;541;590;13;1;11;29;8;230;11;29;8;210
17f575de-16d1-46bf-8508-009dc51837ae;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;15;23;16;0;541;541;16;0;3;29;1;132;3;29;1;133
7e2b63d2-9df6-4af8-a3cd-6bdc5861e119;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;6f8c4d73-5e4d-48dc-9396-51000e68a562;16;23;17;0;541;541;17;0;8;26;0;234;4;26;0;156
96299c69-541d-48e8-95af-daf03c4b18a0;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;18;23;19;0;541;565;19;3;1;20;15;41;1;21;14;49
456157ea-0625-4fa6-b438-63b4967be6bd;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;19;23;20;0;541;541;20;0;12;66;15;74;12;67;14;70
16cf356f-25e3-4ffc-8151-9fd81981990c;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;22;23;23;0;541;541;23;0;6;11;16;161;6;11;19;181
c3dd7a12-0886-406a-857c-8ceebf354818;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;23;23;24;0;541;553;24;3;2;28;8;19;2;29;9;22
b0b09106-eaf4-4dbf-a60a-869d0a877e6d;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;6f8c4d73-5e4d-48dc-9396-51000e68a562;25;23;26;0;541;541;26;0;5;24;29;242;4;24;17;156
52463fb4-76c7-43c1-81cf-23dd3b50d60c;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;26;23;27;0;541;578;27;1;5;32;22;61;5;34;21;69
cb379d9a-5995-4642-9a4e-88387bdb05b7;AB1257;410e69cb-e4d1-4a43-8577-bbd50a7730de;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;29;23;30;0;541;541;30;0;12;3;24;162;12;3;26;185
22bdb1ec-1e3d-47ae-abc6-6ff37269d088;AB1258;381fada9-f9a0-4ee4-a994-228b88e53d35;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;0;8;0;9;560;560;0;9;2;49;19;42;2;48;21;46
5d6b52db-0c40-4b1f-9aff-38f5f0c8d5d4;AB1258;381fada9-f9a0-4ee4-a994-228b88e53d35;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;b2017ed7-66c7-4498-b647-500ea1ef03d6;7e61f470-91fe-40e5-9926-9ec7849506dd;7;8;7;9;560;560;7;9;9;36;21;333;7;38;23;196
8c8b3e9a-7ef6-4adf-8e32-e717057d171e;AB1258;381fada9-f9a0-4ee4-a994-228b88e53d35;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;14;8;14;9;560;560;14;9;3;5;16;85;3;5;16;97
41e98551-c336-406e-999d-db22779064c2;AB1258;381fada9-f9a0-4ee4-a994-228b88e53d35;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;6f8c4d73-5e4d-48dc-9396-51000e68a562;7e61f470-91fe-40e5-9926-9ec7849506dd;21;8;21;9;560;560;21;9;4;19;16;17;4;20;18;20
9a50ce5d-f9a4-47b7-b75a-2c3cb5588d5a;AB1258;381fada9-f9a0-4ee4-a994-228b88e53d35;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;28;8;28;9;560;560;28;9;10;34;1;212;10;36;1;194
728b1d79-9ab0-49d0-b1a7-3e7f78247dbe;AB1259;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;0;16;0;19;2465;2465;0;19;0;3;3;145;0;3;3;143
db4f1caf-70b4-4ce1-8ff5-7135fecb6b99;AB1259;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;7;16;7;19;2465;2465;7;19;7;35;4;75;7;36;4;89
c3662406-4171-4ea2-8b5f-90ca1e76284a;AB1259;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;14;16;14;19;2465;2583;14;20;2;1;4;123;2;1;4;140
d5f9983c-d822-4f34-95b2-ac41a6be654a;AB1259;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;21;16;21;19;2465;2465;21;19;3;12;3;76;3;12;3;73
aead4a87-9f0d-41c7-af3e-e8a6bd33be43;AB1259;6e571eb7-2ebd-4bf1-87ea-6a4408cf9c0e;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;6f8c4d73-5e4d-48dc-9396-51000e68a562;28;16;28;19;2465;2540;28;22;9;41;6;235;4;30;7;156
dafc4a39-6504-4cad-afcc-073182f6fb54;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;0;19;0;23;3276;3276;0;23;3;30;7;30;3;30;7;26
0570ab16-b5e0-4a0f-b05f-25e0161a8c1f;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;1;19;1;23;3276;3320;2;2;11;47;16;15;11;48;14;13
e3a364bb-25df-430e-9b4e-704c4adada03;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;2;19;2;23;3276;3276;2;23;20;23;21;56;20;23;19;52
c8102c69-3c2a-4cd7-9d8e-853b1464bb32;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;3;19;3;23;3276;3276;3;23;3;13;1;135;3;14;1;130
1cf8a4c3-a002-4d3a-889a-e3b67fdb0315;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;4;19;4;23;3276;3276;4;23;7;36;27;128;7;38;31;144
d0c01156-e74b-43e7-b515-e43fde40bd13;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;5;19;5;23;3276;3276;5;23;6;67;28;120;6;67;31;127
1376978e-c9d5-424c-9b7e-7c1625218b7d;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;7e61f470-91fe-40e5-9926-9ec7849506dd;6f8c4d73-5e4d-48dc-9396-51000e68a562;6;19;6;23;3276;3601;7;0;3;4;13;21;3;4;15;23
01e7150a-2c4b-424f-b35c-e0852d8ff63f;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;7;19;7;23;3276;3276;7;23;3;50;27;329;3;52;28;329
d28d82d6-c75e-4d7f-9524-d26ee93ef923;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;020941c7-3b40-4654-8b78-c755f48571c6;b2017ed7-66c7-4498-b647-500ea1ef03d6;8;19;8;23;3276;3571;9;1;7;1;3;65;7;1;3;62
ecfc5ac7-80a0-452b-836b-d23fe66d8945;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;9;19;9;23;3276;3276;9;23;3;1;23;16;3;1;22;17
b5c41849-bf52-4641-bdf6-0ad08774f99b;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;10;19;10;23;3276;3276;10;23;2;6;8;50;2;6;9;47
d39cc899-e88d-47ab-89b3-420909f97c39;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;11;19;11;23;3276;3276;11;23;0;24;12;15;0;24;12;13
be0654a5-57bc-42c8-8bb8-33e636fc0f41;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;12;19;12;23;3276;3587;13;2;3;15;5;134;3;15;5;148
53de466a-b56b-4d6d-8695-8524cdb911cb;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;13;19;13;23;3276;3276;13;23;7;24;18;200;7;24;18;208
68e09a62-2ef6-4914-a2d6-46d8c620988f;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;14;19;14;23;3276;3493;15;1;4;27;14;18;4;28;15;16
bb41e8da-6a79-4087-8a43-1e5f0822522b;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;15;19;15;23;3276;3276;15;23;6;33;0;153;6;33;0;181
5188b06d-9ed0-409b-83c7-8eb768b031dc;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;16;19;16;23;3276;3276;16;23;5;55;15;332;5;54;16;335
09aecd43-40ff-4bf2-b6e7-2d52013cb1ae;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;17;19;17;23;3276;3276;17;23;8;50;6;284;8;51;7;254
322ad0e9-2b13-4e88-a0f9-7fa350ec785a;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;18;19;18;23;3276;3377;19;0;6;43;15;29;6;43;17;34
388beee4-8afd-400d-8675-728f64003716;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;19;19;19;23;3276;3467;20;1;0;31;2;182;0;32;2;159
f0ee5920-f040-4184-a535-1019da1970cc;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;20;19;20;23;3276;3276;20;23;2;15;4;46;2;15;4;48
4fe26cf0-8a46-4396-a4a0-29444d79fb7c;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;020941c7-3b40-4654-8b78-c755f48571c6;7e61f470-91fe-40e5-9926-9ec7849506dd;21;19;21;23;3276;3276;21;23;11;23;5;106;7;23;6;119
ca2c15ef-806e-4a0a-a82a-1fd082d0679d;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;7e61f470-91fe-40e5-9926-9ec7849506dd;b2017ed7-66c7-4498-b647-500ea1ef03d6;22;19;22;23;3276;3276;22;23;7;12;25;34;7;12;22;31
515ce8d4-13f2-4f7e-961b-1b4defb55fa7;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;23;19;23;23;3276;3499;24;2;0;17;3;26;0;17;3;29
c48cc8b8-69e1-4c07-a327-12bd7878c469;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;24;19;24;23;3276;3571;25;1;4;36;7;172;4;36;7;205
ee108087-078a-4498-adb7-26f6570ebc4a;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;25;19;25;23;3276;3276;25;23;6;19;21;28;6;19;23;29
961320fc-74b2-42ba-a056-bdcdf32a97ff;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;26;19;26;23;3276;3276;26;23;0;18;14;39;0;18;16;40
0ce359e8-3381-4f2b-bf5a-8d6de8c847aa;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;27;19;27;23;3276;3350;28;1;4;20;4;66;4;20;4;73
bfdd247c-bc0d-444e-98fb-c86b1f2356b9;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;28;19;28;23;3276;3276;28;23;7;26;4;129;7;27;4;118
d0da9d64-73fe-4d8b-80d1-d1d3f646a66d;AB1260;381fada9-f9a0-4ee4-a994-228b88e53d35;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;29;19;29;23;3276;3276;29;23;4;17;10;275;4;17;10;302
c68f1086-de62-46ad-a222-4932eb884bcb;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;0;21;0;23;1332;1364;1;2;7;64;5;200;7;64;4;219
eecab0d6-999e-4fc7-b804-f74c53e6387b;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;1;21;1;23;1332;1332;1;23;2;5;10;42;2;5;12;45
951b66cb-6db3-4dac-819e-1331dfb14b25;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;020941c7-3b40-4654-8b78-c755f48571c6;2;21;2;23;1332;1332;2;23;6;14;3;95;6;14;3;111
397dedec-b83e-4728-b900-4caec4007d21;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;3;21;3;23;1332;1332;3;23;9;24;22;289;9;25;21;329
91abdd76-065c-4dab-b962-544aefcfe482;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;4;21;4;23;1332;1446;5;2;1;25;5;98;1;25;5;100
f2e58815-d745-487c-ba78-d2d34a571aa2;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;5;21;5;23;1332;1332;5;23;5;12;19;142;5;12;16;132
53078346-3d51-4089-b954-a0013d4afe62;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;6;21;6;23;1332;1332;6;23;7;3;15;172;7;3;16;170
53b1344e-885d-48be-a48f-d18da08bce78;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;7;21;7;23;1332;1332;7;23;2;31;15;209;2;30;15;214
7d2a015a-0bfa-429d-b22e-4e5a39d8bd55;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;8;21;8;23;1332;1433;9;0;4;27;20;19;4;27;21;23
08591fcf-2b7b-4a73-b856-e1c59021b9ff;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;9;21;9;23;1332;1332;9;23;6;1;15;70;6;1;16;83
fa934d99-5cbf-41ad-b4d0-110dad92dffc;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;10;21;10;23;1332;1332;10;23;0;30;2;58;0;30;2;69
080e2bbd-736c-416f-b5aa-173d39719fe4;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;11;21;11;23;1332;1332;11;23;8;27;4;131;8;28;4;124
4f5f9f96-bbbd-4101-bbd8-2e4ae8b9eafa;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;6f8c4d73-5e4d-48dc-9396-51000e68a562;6f8c4d73-5e4d-48dc-9396-51000e68a562;12;21;12;23;1332;1332;12;23;4;15;13;120;4;15;11;104
9da59082-1d72-41dd-b812-44ea51ad0494;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;020941c7-3b40-4654-8b78-c755f48571c6;020941c7-3b40-4654-8b78-c755f48571c6;13;21;13;23;1332;1433;14;0;5;2;8;304;5;2;8;329
29c3c7b8-8ee6-4ca0-a043-15229b64a5a4;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;7e61f470-91fe-40e5-9926-9ec7849506dd;14;21;14;23;1332;1461;15;1;2;44;12;205;2;41;11;196
a6888ed0-1244-4488-a551-4acbc3ae5d76;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;b2017ed7-66c7-4498-b647-500ea1ef03d6;b2017ed7-66c7-4498-b647-500ea1ef03d6;15;21;15;23;1332;1410;16;0;3;55;30;197;3;58;29;201
36cd0cda-f434-4142-be1c-aabdd9169ef4;AB1261;5dc69b1e-b4f6-4f67-84b4-acdb043de5e8;381fada9-f9a0-4ee4-a994-228b88e53d35;7e61f470-91fe-40e5-9926-9ec7849506dd;7e61f470-91fe-40e5-9926-9ec7849506dd;16;21;16;23;1332;1332;16;23;6;32;23;68;6;33;27;73
